chance_id,business_unit,org_country,pricelist,final_status,final_amount,days_active,cluster,cluster_label,forecast_prob_won,pred_total_days,pred_days_remaining,expected_revenue,pipeline_at_risk
a5e8e072ce198136,9387d1da6d5967e1,6b7e1f5b521de19b,,Open,35845.270270304114,0.0,3,C3: Large Open,,243.66882,243.6688232421875,,
a5f21b6abd7b1eb1,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,Open,9548.177348327425,4.037002314814814,0,C0: High-Win,0.598,78.84032,74.80331445764612,5709.8100542998,3838.367294027625
a5f6a48578d95e8b,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,Open,1.170863568534039,1.1574074074074072e-05,1,C1: Active Pipeline,,318.96835,318.9683416974103,,
a5fa9de4aa25e735,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,Open,1.170863568534039,1.1574074074074072e-05,1,C1: Active Pipeline,,57.614037,57.61402498598452,,
a6039347de416bff,1cdd086394501fee,6b7e1f5b521de19b,6f9a9c5f2856c8b3,Open,287527.02659574087,7.18568287037037,3,C3: Large Open,0.522,146.4659,139.28021373607496,150089.10788297674,137437.91871276413
a60570e4cd3782d5,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,Open,415.3892283045608,0.0004166666666666,1,C1: Active Pipeline,,23.123913,23.12349614461263,,
a6223eadfc5c3734,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,Open,143368.30316877936,3.472222222222222e-05,0,C0: High-Win,,80.88356,80.88352545844184,,
a638ddb97549ce2d,9387d1da6d5967e1,6b7e1f5b521de19b,,Open,35845.270270304114,1.1574074074074072e-05,3,C3: Large Open,,113.91936,113.91934572573061,,
a63a9b1187578ec0,1cdd086394501fee,6b7e1f5b521de19b,6f9a9c5f2856c8b3,Open,164517.18266340945,601.1390277777778,3,C3: Large Open,0.358,201.22032,0.0,58897.15139350058,105620.03126990887
a64c60178321cc7d,6befd145c261113d,6b7e1f5b521de19b,,Open,362105.8339591197,0.0101273148148148,3,C3: Large Open,,55.9773,55.96717142175745,,
a68c6955c781e9f3,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,Open,1.170863568534039,2.3148148148148147e-05,1,C1: Active Pipeline,,57.614037,57.61401341191045,,
a695327bc9875323,ac2a5ee6878db2c2,6b7e1f5b521de19b,d4f34f97b6d22a81,Open,1.170863568534039,1.1574074074074072e-05,1,C1: Active Pipeline,,70.36252,70.3625067364728,,
a69c287c8e222b8d,ef9b14cf5a29c54a,6b7e1f5b521de19b,,Open,2085239.8243794776,1.1574074074074072e-05,0,C0: High-Win,,343.052,343.05199037905095,,
a69ce1e1cb949b33,1cdd086394501fee,6b7e1f5b521de19b,6f9a9c5f2856c8b3,Open,1.170863568534039,1.1574074074074072e-05,1,C1: Active Pipeline,,69.68544,69.68542848940248,,
a69f5c4700fd0971,ac2a5ee6878db2c2,6b7e1f5b521de19b,6f9a9c5f2856c8b3,Open,2010905.885711957,1115.1083564814817,3,C3: Large Open,0.382,498.57846,0.0,768166.0483419676,1242739.8373699894
a6ab0b9457fa6a8a,ac2a5ee6878db2c2,6b7e1f5b521de19b,6f9a9c5f2856c8b3,Open,267.8896201904232,1.1574074074074072e-05,1,C1: Active Pipeline,,19.13408,19.134069312766748,,
a6b77002463dd043,1cdd086394501fee,6b7e1f5b521de19b,6f9a9c5f2856c8b3,Open,89149.40811474808,5.734097222222222,3,C3: Large Open,,92.091774,86.35767676459419,,
a6ba89ead97f567a,ac2a5ee6878db2c2,cca8e68b78e095c5,,Open,65064.44409714713,1.1574074074074072e-05,3,C3: Large Open,,221.54457,221.54455934877748,,
a6d1677227d90510,4928d3c96935fb3f,75c64824a2a4e380,,Open,49350.19023541798,149.99277777777775,3,C3: Large Open,0.17,230.93434,80.94156365288632,8389.532340021056,40960.65789539692
a6d90dd4045e96f3,1cdd086394501fee,6b7e1f5b521de19b,,Open,57435.39433737512,1.1574074074074072e-05,3,C3: Large Open,,63.32678,63.32676683779116,,
a6eb51748275f76e,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,Open,1.170863568534039,1.1574074074074072e-05,1,C1: Active Pipeline,,57.30323,57.30321871157046,,
a6f46e15dc7cc618,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,Open,4386.532748246311,75.82569444444445,0,C0: High-Win,0.536,44.329,0.0,2351.181553060023,2035.3511951862881
a6fe419b342257d4,6befd145c261113d,6b7e1f5b521de19b,,Open,26280.95777724916,1.1574074074074072e-05,3,C3: Large Open,,45.559986,45.55997454042788,,
a6fe93e8e745ea6d,9387d1da6d5967e1,6b7e1f5b521de19b,,Open,89664.46366676311,299.9685763888889,3,C3: Large Open,0.134,279.2951,0.0,12015.038131346259,77649.42553541686
a7145179206ef50b,9387d1da6d5967e1,6b7e1f5b521de19b,6f9a9c5f2856c8b3,Open,2779.5130037266204,1.1574074074074072e-05,0,C0: High-Win,0.7186666666666667,31.659313,31.659301627830224,1997.5433453448645,781.9696583817558
a719f1426055ae77,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,Open,98.49392076768088,0.0019907407407407,1,C1: Active Pipeline,,60.746502,60.744511181866685,,
a71ce3b23c285232,9387d1da6d5967e1,6b7e1f5b521de19b,,Open,11675.99327727772,1.1574074074074072e-05,0,C0: High-Win,,21.279898,21.279886115745263,,
a7251466d8314944,6befd145c261113d,6b7e1f5b521de19b,,Open,65802.6605360047,1.1574074074074072e-05,3,C3: Large Open,,51.278122,51.278110374168115,,
