org_id,n_deals,n_won,win_rate,avg_deal_value,total_revenue,org_country,pricelist,deal_rate_yr,clv_estimate
3a4d511b49bcd2e8,7,4,0.5714285714285714,510500.06310128974,1444745.5448633735,255414ab73601d72,28c9c64e5918b06e,1.1666666666666667,680666.7508017197
b0ddd0eb3f1509b3,88,59,0.6704545454545454,34113.11575808154,2594349.2387433806,6b7e1f5b521de19b,6f9a9c5f2856c8b3,14.666666666666666,670891.2765756035
ebcac1e9f37914d1,56,41,0.7321428571428571,48636.803761564195,2516317.3741370463,6b7e1f5b521de19b,6f9a9c5f2856c8b3,9.333333333333334,664702.9847413773
391dec64e254fea9,13,4,0.3076923076923077,497684.80558703665,261323.03655401364,cca8e68b78e095c5,,2.1666666666666665,663579.7407827156
73345135f3cc00cb,32,27,0.84375,73664.39423363609,1076092.1898356061,6828ce51082c111b,d4f34f97b6d22a81,5.333333333333333,662979.5481027247
38196fb5187fdead,140,121,0.8642857142857143,16315.260602412905,2117926.745194854,6b7e1f5b521de19b,6f9a9c5f2856c8b3,23.333333333333332,658048.8442973206
f4ae767dfbc8e1f8,26,19,0.7307692307692307,101446.17093472587,682928.7652340664,6b7e1f5b521de19b,d4f34f97b6d22a81,4.333333333333333,642492.4159199304
6f4aaec79fa6ed6e,49,26,0.5306122448979592,73904.33259889261,2258331.5727461404,6b7e1f5b521de19b,,8.166666666666666,640504.2158570692
496305a0cbdecb3a,9,6,0.6666666666666666,316237.88932809775,47067.2769292952,6b7e1f5b521de19b,d4f34f97b6d22a81,1.5,632475.7786561955
6bd6d14327a283ec,13,3,0.23076923076923078,606810.9750701119,621406.6050012815,6b7e1f5b521de19b,d4f34f97b6d22a81,2.1666666666666665,606810.9750701119
a91563f7a83527c4,11,4,0.36363636363636365,441902.38167024706,718417.3979814893,16450d61eee679f5,,1.8333333333333333,589203.1755603293
520192ddd304c5b6,104,84,0.8076923076923077,19871.699673701405,784722.4231918913,6b7e1f5b521de19b,d4f34f97b6d22a81,17.333333333333332,556407.5908636394
dfbd28a8510acc5b,26,21,0.8076923076923077,79308.18345372105,1848556.270845778,d1650c60f1f48b67,d4f34f97b6d22a81,4.333333333333333,555157.2841760473
8daefb38e78754e5,159,121,0.7610062893081762,13693.25836706006,1588556.5685348236,6b7e1f5b521de19b,d4f34f97b6d22a81,26.5,552294.7541380891
b160ed3192ade069,33,27,0.8181818181818182,60905.39486627702,1973880.2695944977,6b7e1f5b521de19b,6f9a9c5f2856c8b3,5.5,548148.5537964932
d7605b80dde7fabe,5,3,0.6,533207.0455431223,45695.52506370355,d94a77dffd98d647,28c9c64e5918b06e,0.8333333333333334,533207.0455431223
0ee77ed4d97bc80f,7,6,0.8571428571428571,265483.0819440401,1845898.1593849622,a0d28553c7be77f0,28c9c64e5918b06e,1.1666666666666667,530966.1638880802
d03a264a270d2d4f,16,13,0.8125,122086.05274362478,1308005.1444067555,ddbd249e57ed6b40,d4f34f97b6d22a81,2.6666666666666665,529039.5618890406
ac2a3cfb7fb206c6,233,209,0.8969957081545065,7581.1121642253365,1673383.9040152472,6b7e1f5b521de19b,6f9a9c5f2856c8b3,38.833333333333336,528150.8141076985
81eb0bf70d217355,21,15,0.7142857142857143,102822.37881054015,2051052.0706523245,6b7e1f5b521de19b,,3.5,514111.8940527007
c900b953e88ba8e2,102,79,0.7745098039215687,19275.57026514465,1362020.6227775784,6b7e1f5b521de19b,d4f34f97b6d22a81,17.0,507590.01698214246
970f3ceab386e0ac,57,43,0.7543859649122807,34843.13669727513,1940265.063694322,6b7e1f5b521de19b,6f9a9c5f2856c8b3,9.5,499418.2926609435
a2e1fae77801335d,49,34,0.6938775510204082,44028.561713427865,1912005.9855335802,6b7e1f5b521de19b,d4f34f97b6d22a81,8.166666666666666,498990.3660855157
b18c34626250e7f0,21,17,0.8095238095238095,87242.8828668202,1305723.0771025242,6b7e1f5b521de19b,d4f34f97b6d22a81,3.5,494376.3362453145
b88645a3cf3f0456,54,35,0.6481481481481481,41921.117665281534,1085878.1868503604,6b7e1f5b521de19b,6f9a9c5f2856c8b3,9.0,489079.7060949512
690116c1ef7ee2bb,42,27,0.6428571428571429,53497.636966752834,2045950.8254056184,6b7e1f5b521de19b,6f9a9c5f2856c8b3,7.0,481478.73270077555
cd3d00b9d2c3f93b,49,33,0.673469387755102,42758.24901332399,389540.41330431576,6b7e1f5b521de19b,6f9a9c5f2856c8b3,8.166666666666666,470340.73914656386
17af4679154fcca5,13,8,0.6153846153846154,174233.7582934241,2178873.323807154,6b7e1f5b521de19b,6f9a9c5f2856c8b3,2.1666666666666665,464623.35544913093
f54c4c4497f208b1,8,5,0.625,278473.23532462236,1920855.6336935018,7b7c16a1b24ec3b8,28c9c64e5918b06e,1.3333333333333333,464122.05887437053
92d51efeaafdcaa8,58,48,0.8275862068965517,28649.11773149992,1173758.8667207852,6b7e1f5b521de19b,6f9a9c5f2856c8b3,9.666666666666666,458385.8837039987
9967b8dc152c6cbf,73,53,0.726027397260274,25625.2579639265,1318118.8180846253,6b7e1f5b521de19b,,12.166666666666666,452712.8906960348
20c57300e76ce98f,40,21,0.525,64651.018791132105,1705615.1683775962,6b7e1f5b521de19b,6f9a9c5f2856c8b3,6.666666666666667,452557.13153792475
4405ac8ed789123c,40,32,0.8,42351.95114829448,1465356.3308102833,6b7e1f5b521de19b,,6.666666666666667,451754.1455818079
cb985dbab1ff8e3f,14,13,0.9285714285714286,103377.23138552344,1445996.7185711567,6b7e1f5b521de19b,6f9a9c5f2856c8b3,2.3333333333333335,447968.00267060165
