chance_id,business_unit,org_country,pricelist,org_business_en,org_category_en,final_status,final_amount,final_probability,days_active,cluster,cluster_label
65794208e36f519f,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,,Prospective customer,Lost,8342.688652667997,0,350.0447222222222,3,C3: Large Open
657ae82e267b3ec3,9387d1da6d5967e1,6b7e1f5b521de19b,,d160e0cf2dda7f63,System Integrator,Won,119686.44142676222,100,283.8173032407407,2,C2: High-Win
657cae2e0edaa942,ac2a5ee6878db2c2,6b7e1f5b521de19b,d4f34f97b6d22a81,f7ce243c197a2320,Customer,Lost,58608.56696230484,0,662.200462962963,3,C3: Large Open
657cedcb3067a6c6,1cdd086394501fee,6b7e1f5b521de19b,6f9a9c5f2856c8b3,af7126f372a9b494,Customer,Won,293.13174503435755,100,0.797025462962963,2,C2: High-Win
6583e74f427e038f,9387d1da6d5967e1,6b7e1f5b521de19b,d4f34f97b6d22a81,aca3de2330282e2f,Customer,Open,1.170863568534039,10,1.1574074074074073e-05,1,C1: Active Pipeline
65860c2287e30faf,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,af7126f372a9b494,Customer,Won,511.98467752247166,100,4.05505787037037,0,C0: High-Win
65860f7b35c55ae0,a66943a59bca7bfd,6b7e1f5b521de19b,28c9c64e5918b06e,1e71b872ea2c50f7,Prospective customer,Won,38458.62796635405,100,12.169270833333334,0,C0: High-Win
6587f9cf6db9d914,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,af7126f372a9b494,Customer,Lost,98.49392076768089,0,33.906782407407405,1,C1: Active Pipeline
65926096a17ae53f,6befd145c261113d,6b7e1f5b521de19b,d4f34f97b6d22a81,,Customer,Open,5453.8211159515695,60,39.86334490740741,0,C0: High-Win
6599fac1f39b4c88,9387d1da6d5967e1,6b7e1f5b521de19b,,b8bf15afb9622b58,Prospective customer,Won,26123.58130464877,100,216.04061342592593,2,C2: High-Win
659e43c65c1df0ad,a66943a59bca7bfd,d1650c60f1f48b67,28c9c64e5918b06e,,Prospective customer,Open,4717.803756057998,10,7.0241898148148145,3,C3: Large Open
659e517a8fcbe0de,6befd145c261113d,255414ab73601d72,28c9c64e5918b06e,d160e0cf2dda7f63,Customer,Won,456.7596480344009,100,151.01850694444445,0,C0: High-Win
659f076fcc2cd640,ac2a5ee6878db2c2,6b7e1f5b521de19b,d4f34f97b6d22a81,f7ce243c197a2320,Prospective customer,Won,3000.7100099346844,100,0.0013541666666666667,2,C2: High-Win
65a38c87645f1dcf,1cdd086394501fee,6b7e1f5b521de19b,,84c6eada966eef51,Customer,Won,27898.834279665563,100,280.18125,0,C0: High-Win
65a3c769a21f9497,a66943a59bca7bfd,7545e34e09ae9cad,28c9c64e5918b06e,e904305ee866fea5,Customer,Won,937410.9580231343,100,111.73920138888889,0,C0: High-Win
65a3d45a97666e44,4928d3c96935fb3f,6b7e1f5b521de19b,,,Prospective customer,Won,386.4523835696391,100,1.1574074074074073e-05,0,C0: High-Win
65a46410f2bfa484,4928d3c96935fb3f,6b7e1f5b521de19b,,5c7e57b52def98b6,Customer,Open,2046.6148673782125,10,1.1574074074074073e-05,1,C1: Active Pipeline
65a4ff2eb3d2cb16,1cdd086394501fee,6b7e1f5b521de19b,6f9a9c5f2856c8b3,af7126f372a9b494,Customer,Won,364.06436322114075,100,0.10652777777777778,2,C2: High-Win
65a7cddc183fbd7f,1cdd086394501fee,6b7e1f5b521de19b,,961a45e640cc0424,Customer,Won,4854.049577612525,100,0.01017361111111111,0,C0: High-Win
65a925b75f49e5e5,4928d3c96935fb3f,6b7e1f5b521de19b,,c1f3c619f48b0ee8,Customer,Won,6711.310632221728,100,17.96712962962963,0,C0: High-Win
65ab36bbcdfafb1f,ac2a5ee6878db2c2,255414ab73601d72,28c9c64e5918b06e,,Customer,Lost,3705.2727759547965,0,183.77907407407406,3,C3: Large Open
65ab7e4a2468e68b,9387d1da6d5967e1,6b7e1f5b521de19b,d4f34f97b6d22a81,c1f3c619f48b0ee8,Customer,Open,1.170863568534039,75,1.1574074074074073e-05,1,C1: Active Pipeline
65abb8b71cc1b184,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,2f2113180ffe9b1c,Customer,Lost,7292.878892478153,0,74.86068287037037,3,C3: Large Open
65abcccf9504b9f8,1cdd086394501fee,6b7e1f5b521de19b,,2f2113180ffe9b1c,Customer,Open,1.170863568534039,10,1.1574074074074073e-05,1,C1: Active Pipeline
65ac6eecf4e01340,1cdd086394501fee,6b7e1f5b521de19b,6f9a9c5f2856c8b3,961a45e640cc0424,Customer,Won,80136.40836830143,100,421.00439814814814,0,C0: High-Win
65af44679e2aa7dc,ac2a5ee6878db2c2,6b7e1f5b521de19b,6f9a9c5f2856c8b3,6a564b06a0fb4643,Customer,Won,1060.8669669680157,100,19.950069444444445,0,C0: High-Win
65af78eaebadaddd,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,2f2113180ffe9b1c,Customer,Won,10421.58981579081,100,17.028194444444445,0,C0: High-Win
65b074299dae5663,9387d1da6d5967e1,6b7e1f5b521de19b,,338dd2a5ce2c3592,Prospective customer,Won,5557.286621374345,100,13.928993055555555,0,C0: High-Win
65b09d879b4dde89,1cdd086394501fee,6b7e1f5b521de19b,6f9a9c5f2856c8b3,af7126f372a9b494,Customer,Won,2182.130432477435,100,7.134537037037037,0,C0: High-Win
65b17de7e6522b35,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,2f2113180ffe9b1c,Customer,Won,540.5089594913344,100,15.21037037037037,0,C0: High-Win
65b310be3c379093,1cdd086394501fee,6b7e1f5b521de19b,,af7126f372a9b494,Customer,Lost,36095.37719582366,0,168.14614583333332,3,C3: Large Open
